u;42,45,1,1,-,-
ü;42,45,1,1,-,-
ū;40,40,1,2,-,-
u:;40,40,1,2,-,-
o;40,60,1,1,-,-
ō;40,50,1,2,-,-
o:;40,50,1,2,-,-
oe;40,50,1,2,-,50/50/0
a;45,70,0,1,-,-
ā;45,70,0,2,-,-
a:;45,70,0,2,-,-
ae;45,70,0,2,-,50/50/0
au;45,70,0,2,-,40/40/1
i;48,45,0,1,-,-
ī;50,40,0,2,-,-
i:;50,40,0,2,-,-
y;48,45,1,1,-,-
ȳ;50,40,1,2,-,-
y:;50,40,1,2,-,-
e;50,60,0,1,-,-
ë;50,60,0,1,-,-
ē;50,50,0,2,-,-
e:;50,50,0,2,-,-
eu;50,50,0,2,-,40/40/1
