h;10,25,0,0,0,0
k;40,10,0,0,0,0
kh;40,10,0,0,0,0
c;40,10,0,0,0,0
ch;40,10,0,0,0,0
g;40,10,0,0,0,1
qu;40,10,1,0,0,0
gv;40,10,1,0,0,1
v;40,30,1,0,0,1
j;50,10,0,0,0,1
s;70,23,0,0,0,0
z;70,13,0,0,0,1
r;70,27,0,0,0,1
l;70,30,0,0,1,1
t;80,10,0,0,0,0
th;80,10,0,0,0,0
d;80,10,0,0,0,1
n;80,10,0,1,0,1
p;100,10,0,0,0,0
ph;100,10,0,0,0,0
b;100,10,0,0,0,1
m;100,10,0,1,0,1
f;100,25,0,0,0,0
